CBA_ID,UNION_ID,PSIC.x,REGION,EBU_YEAR_REG,SCOPE.x,TYPE,EMPLOYEES,MEMBERS,union_density,island_grp,FILE_ID,FIRM_NAME.y,PSIC.y,UNION_NAME.y,START_DATE,END_DATE,BARGAIN_UNIT,SCOPE.y,YEAR_REG,Duration,CBA_yes,EVENT,UNIONAGE1,UNIONAGE2,TIMECBA,SCOPE_new,Type,Sector,sector_grp,Density
NA,16470,MANUFACTURING,X,2018,RANK AND FILE,INDEPENDENT,373,261,69.97319034852548,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
0638,16471,ACCOMODATION  AND FOOD SERVICE ACTIVITIES,X,2018,RANK AND FILE,LOCAL/CHAPTER,27,20,74.07407407407408,Mindanao,0638_KSM,KAMAYAN SA MANOKAN,ACCOMODATION AND FOOD SERVICE ACTIVITIES,KAMAYAN SA MANOKAN EMPLOYEES UNION (KMEU)-ALU-TUCP,2019-06-15T00:00:00Z,2024-06-14T00:00:00Z,NA,NA,2019,5,With CBA,1,1,3,1,RANK-AND-FILE,Local/Chapter,All others,Services,High density
0683,16472,MANUFACTURING,X,2018,RANK AND FILE,"INDEPENDENT
UNION",46,11,23.91304347826087,Mindanao,0683_Liwayway,LIWAYWAY MARKETING CORPORATION - CAGAYAN DE ORO,MANUFACTURING,LIWAYWAY MARKETING CORPORATION - CAGAYAN DE ORO EMPLOYEES UNION,2019-04-01T00:00:00Z,2024-04-01T00:00:00Z,NA,NA,2019,5,With CBA,1,1,3,1,RANK-AND-FILE,Independent,Manufacturing,Industry,Low density
NA,16473,MANUFACTURING,X,2018,RANK AND FILE,LOCAL/CHAPTER,25,25,100,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,16474,OTHER SERVICES ACTIVITIES,X,2018,RANK AND FILE,LOCAL/CHAPTER,42,40,95.23809523809523,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,16475,MANUFACTURING,X,2018,RANK AND FILE,LOCAL/CHAPTER,20,20,100,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,16476,TRANSPORT AND  STORAGE,X,2016,RANK AND FILE,LOCAL/CHAPTER,26,18,69.23076923076923,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,16847,MANUFACTURING,XI,2020,RANK AND FILE,LOCAL/CHAPTER,280,14,5,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,1,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,16848,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,XI,2020,RANK AND FILE,LOCAL/CHAPTER,24,10,41.66666666666667,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,1,1,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,16849,MANUFACTURING,XI,2020,RANK AND FILE,LOCAL/CHAPTER,198,114,57.57575757575758,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,1,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,16850,MANUFACTURING,XI,2020,RANK AND FILE,LOCAL/CHAPTER,720,522,72.5,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,1,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,16851,"AGRICULTURE, FORESTRY AND  FISHING",XI,2020,SUPERVISORY,LOCAL/CHAPTER,NA,12,NA,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,1,1,OTHERS,Local/Chapter,All others,Services,NA
NA,16852,INFORMATION AND COMMUNICATION,XI,2020,RANK AND FILE,INDEPENDENT UNION,37,35,94.59459459,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,1,1,RANK-AND-FILE,Independent,All others,Services,High density
0593,16853,MANUFACTURING,XI,2019,RANK AND FILE,LOCAL/CHAPTER,27,25,92.59259259,Mindanao,0593_Indorama,INDORAMA VENTURES PACKAGING PHILIPPINES CORPORATION,MANUFACTURING,INDORAMA VENTURES PACKAGING (PHILIPPINES) CORP. LABOR UNION (FCCU-SENTRO),2020-02-11T00:00:00Z,2023-02-10T00:00:00Z,NA,NA,2020,3,With CBA,1,1,2,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,16854,MANUFACTURING,XI,2019,RANK AND FILE,"INDEPENDENT
UNION",568,175,30.809859154929576,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Independent,Manufacturing,Industry,Low density
NA,16855,MANUFACTURING,XI,2019,RANK AND FILE,INDEPENDENT UNION,156,156,100,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,16856,"AGRICULTURE,  FORESTRY AND FISHING",XI,2019,SUPERVISORY,AFFILIATE,NA,28,NA,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,OTHERS,Local/Chapter,All others,Services,NA
0607,16857,MANUFACTURING,XI,2018,RANK AND FILE,LOCAL/CHAPTER,40,35,87.5,Mindanao,0607_Intl Pipe,INTERNATIONAL PIPE INDUSTRIES CORPORATION,MANUFACTURING,PINAG-ISANG LAKAS NG MANGGAGAWA SA IPI DAVAO,2019-06-01T00:00:00Z,2024-05-31T00:00:00Z,NA,NA,2019,5,With CBA,1,1,3,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
0398,16858,MANUFACTURING,XI,2018,RANK AND FILE,LOCAL/CHAPTER,36,32,88.88888888888889,Mindanao,0398_Coca-cola,"COCA-COLA BEVERAGES PHILIPPINES, INC.",MANUFACTURING,CFPI MIN MT UNION - AWATU (CFPIMMU-AWATU),2020-01-01T00:00:00Z,2024-12-31T00:00:00Z,NA,NA,2020,5,With CBA,1,2,3,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,16859,"AGRICULTURE, FORESTRY AND  FISHING",XI,2018,RANK AND FILE,LOCAL/CHAPTER,127,127,100,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,16860,MANUFACTURING,XI,2018,RANK AND FILE,LOCAL/CHAPTER,180,180,100,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,16861,TRANSPORT AND  STORAGE,XI,2018,RANK AND FILE,LOCAL/CHAPTER,21,21,100,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,16862,TRANSPORT AND  STORAGE,XI,2018,RANK AND FILE,LOCAL/CHAPTER,39,36,92.30769231,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,High density
0783,16863,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,XI,2018,RANK AND FILE,LOCAL/CHAPTER,253,210,83.00395256916995,Mindanao,0783_Nutriasia,"NUTRI-ASIA, INC.",MANUFACTURING,NUTRI-ASIA NATIONAL EMPLOYEES COUNCIL UNION (NNECU-AWATU),2018-10-29T00:00:00Z,2023-10-28T00:00:00Z,NA,NA,2018,5,With CBA,1,0,3,0,RANK-AND-FILE,Local/Chapter,All others,Services,High density
0321,16864,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,XI,2017,RANK AND FILE,LOCAL/CHAPTER,538,538,100,Mindanao,0321_Bagongon,BAGONGON PACKING PLANT WORKERS COOPERATIVE,"AGRICULTURE, FORESTRY AND FISHING",TINGOG SA YANONG TRABAHANTE UNYON,2018-09-15T00:00:00Z,2023-09-15T00:00:00Z,NA,NA,2018,5,With CBA,1,1,4,1,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,16865,"AGRICULTURE, FORESTRY AND  FISHING",XI,2017,RANK AND FILE,LOCAL/CHAPTER,320,320,100,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,High density
0517,16866,"AGRICULTURE, FORESTRY AND  FISHING",XI,2017,RANK AND FILE,INDEPENDENT UNION,13,13,100,Mindanao,0517_Freshan,FRESHAN FRUIT PRODUCE CORPORATION,"AGRICULTURE, FORESTRY AND FISHING",FRESHAN FRUIT PRODUCE LABOR UNION,2017-11-21T00:00:00Z,2022-11-20T00:00:00Z,NA,NA,2017,5,With CBA,1,0,4,0,RANK-AND-FILE,Independent,All others,Services,High density
0093,16867,"AGRICULTURE, FORESTRY AND  FISHING",XI,2017,SUPERVISORY,AFFILIATE,200,17,8.5,Mindanao,0093_HBC,HIGHLAND BANANA CORPORATION,"AGRICULTURE, FORESTRY AND FISHING",HIGHLAND BANANA CORPORATION SIRIB LABOR - ALU-TUCP,2018-01-01T00:00:00Z,2022-12-31T00:00:00Z,168,NA,2021,5,With CBA,1,4,4,4,OTHERS,Local/Chapter,All others,Services,Low density
0755,16868,"AGRICULTURE, FORESTRY AND  FISHING",XI,2017,RANK AND FILE,LOCAL/CHAPTER,1667,435,26.094781043791244,Mindanao,0755_Mobasco,MOBASCO MULTI-PURPOSE COOP,"AGRICULTURE, FORESTRY AND FISHING",NAGKAHIUSANG MAMUMUO SA MONTEVISTA OG COMPOSTELA,2018-09-15T00:00:00Z,2023-09-15T00:00:00Z,NA,NA,2018,5,With CBA,1,1,4,1,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,16869,"AGRICULTURE, FORESTRY AND  FISHING",XI,2017,SUPERVISORY,AFFILIATE,18,18,100,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,OTHERS,Local/Chapter,All others,Services,High density
0779,16870,"AGRICULTURE, FORESTRY AND  FISHING",XI,2017,RANK AND FILE,LOCAL/CHAPTER,625,135,21.6,Mindanao,0779_North Skilled,NORTH SKILLED WORKERS COOPERATIVE,"AGRICULTURE, FORESTRY AND FISHING",NORTH SKILLED WORKERS INDEPENDENT UNION,2018-09-15T00:00:00Z,2023-09-15T00:00:00Z,NA,NA,2018,5,With CBA,1,1,4,1,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
0898,16871,MANUFACTURING,XI,2017,RANK AND FILE,INDEPENDENT UNION,130,24,18.461538461538463,Mindanao,0898_SMBI-DB,SAN MIGUEL BREWERY INC. - DAVAO BREWERY,MANUFACTURING,DAVAO BREWERY EMPLOYEES UNION,2018-12-01T00:00:00Z,2021-11-30T00:00:00Z,NA,NA,2019,3,With CBA,1,2,4,2,RANK-AND-FILE,Independent,Manufacturing,Industry,Low density
NA,16872,"AGRICULTURE,  FORESTRY AND FISHING",XI,2017,SUPERVISORY,AFFILIATE,340,10,2.941176470588235,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,OTHERS,Local/Chapter,All others,Services,Low density
NA,16873,"AGRICULTURE, FORESTRY AND  FISHING",XI,2017,RANK AND FILE,LOCAL/CHAPTER,186,48,25.806451612903224,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,16874,"AGRICULTURE, FORESTRY AND  FISHING",XI,2017,RANK AND FILE,LOCAL/CHAPTER,121,87,71.90082645,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,16875,"AGRICULTURE, FORESTRY AND  FISHING",XI,2017,RANK AND FILE,LOCAL/CHAPTER,22,22,100,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,16876,"AGRICULTURE, FORESTRY AND  FISHING",XI,2016,RANK AND FILE,LOCAL/CHAPTER,250,17,6.800000000000001,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,16877,MANUFACTURING,XI,2016,SUPERVISORY,"INDEPENDENT
UNION",128,16,12.5,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,OTHERS,Independent,Manufacturing,Industry,Low density
NA,16878,INFORMATION AND COMMUNICATION,XI,2016,RANK AND FILE,INDEPENDENT UNION,38,7,18.421052631578945,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Independent,All others,Services,Low density
NA,17383,MANUFACTURING,XII,2020,RANK AND FILE,LOCAL/CHAPTER,587,337,57.41056218057922,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,1,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,17384,"AGRICULTURE,  FORESTRY AND FISHING",XII,2020,RANK AND FILE,LOCAL/CHAPTER,15000,38,0.2533333333333333,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,1,1,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,17385,"AGRICULTURE, FORESTRY AND  FISHING",XII,2020,RANK AND FILE,LOCAL/CHAPTER,8000,40,0.5,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,1,1,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,17386,MANUFACTURING,XII,2017,RANK AND FILE,LOCAL/CHAPTER,NA,919,NA,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,NA
NA,17387,"AGRICULTURE, FORESTRY AND  FISHING",XII,2017,RANK AND FILE,LOCAL/CHAPTER,NA,10,NA,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,NA
0108,17603,MANUFACTURING,XIII,2020,RANK AND FILE,"INDEPENDENT
UNION",88,53,60.22727272727273,Mindanao,0108_Agumil,"AGUMIL PHILIPPINES, INC.",MANUFACTURING,AGUMIL WORKERS INDEPENDENT UNION,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,53,NA,2021,2,With CBA,1,1,1,1,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,17604,MANUFACTURING,XIII,2019,RANK AND FILE,LOCAL/CHAPTER,409,409,100,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
0839,17605,HUMAN HEALTH AND SOCIAL WORK  ACTIVITIES,XIII,2018,RANK AND FILE,INDEPENDENT UNION,381,214,56.16797900262467,Mindanao,0839_PCDH,PINES CITY DOCTORS' HOSPITAL,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,PINES CITY DOCTORS' HOSPITAL EMPLOYEES LABOR UNION,2019-07-01T00:00:00Z,2024-06-30T00:00:00Z,NA,NA,2019,5,With CBA,1,1,3,1,RANK-AND-FILE,Independent,All others,Services,High density
NA,17821,MANUFACTURING,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,50,17,34,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17822,MANUFACTURING,III,2021,RANK AND FILE,LOCAL/CHAPTER,60,13,21.666666666666668,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
0231,17823,MANUFACTURING,III,2021,RANK AND FILE,INDEPENDENT UNION,60,40,66.66666666666666,Luzon,0231_4A Helmet,4A HELMET ASIA MANUFACTURING CORPORATION,MANUFACTURING,4A HELMET ASIA WORKERS UNION - INDEPENDENT,2021-11-15T00:00:00Z,2026-11-15T00:00:00Z,40,RANK AND FILE,2021,5,With CBA,1,0,0,0,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,17824,MANUFACTURING,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,350,71,20.285714285714285,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17825,TRANSPORT AND STORAGE,III,2021,RANK AND FILE,LOCAL/CHAPTER,50,32,64,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,17826,MANUFACTURING,III,2021,RANK AND FILE,LOCAL/CHAPTER,100,14,14.000000000000002,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17827,MANUFACTURING,IV-A,2021,RANK AND FILE,INDEPENDENT UNION,320,188,58.75,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,17828,MANUFACTURING,IV-A,2021,SUPERVISORY,INDEPENDENT UNION,61,61,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,OTHERS,Independent,Manufacturing,Industry,High density
NA,17829,MANUFACTURING,III,2021,RANK AND FILE,LOCAL/CHAPTER,40,35,87.5,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,17830,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,VII,2021,RANK AND FILE,INDEPENDENT UNION,122,76,62.295081967213115,Visayas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Independent,All others,Services,High density
NA,17831,MANUFACTURING,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,40,12,30,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17832,MANUFACTURING,III,2021,RANK AND FILE,INDEPENDENT UNION,2433,1043,42.86888615,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Independent,Manufacturing,Industry,Low density
NA,17833,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,III,2021,RANK AND FILE,LOCAL/CHAPTER,45,15,33.33333333333333,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,17834,MANUFACTURING,III,2021,RANK AND FILE,LOCAL/CHAPTER,110,25,22.727272727272727,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17835,ACCOMODATION AND FOOD SERVICE ACTIVITIES,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,73,41,56.16438356164384,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,17836,MANUFACTURING,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,80,11,13.750000000000002,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17837,MANUFACTURING,III,2021,RANK AND FILE,LOCAL/CHAPTER,400,104,26,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17838,MANUFACTURING,III,2021,RANK AND FILE,LOCAL/CHAPTER,45,13,28.888888888888886,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17839,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,30,12,40,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,17840,MANUFACTURING,III,2021,RANK AND FILE,INDEPENDENT UNION,2460,673,27.35772357723577,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Independent,Manufacturing,Industry,Low density
NA,17841,MANUFACTURING,III,2021,RANK AND FILE,LOCAL/CHAPTER,170,56,32.94117647058823,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17842,MANUFACTURING,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,40,13,32.5,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17843,MANUFACTURING,NCR,2021,RANK AND FILE,INDEPENDENT UNION,20,10,50,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,17844,MANUFACTURING,NCR,2021,RANK AND FILE,INDEPENDENT UNION,800,68,8.5,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Independent,Manufacturing,Industry,Low density
NA,17845,TRANSPORT AND STORAGE,XI,2021,RANK AND FILE,LOCAL/CHAPTER,147,53,36.054421768707485,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,17846,"AGRICULTURE, FORESTRY AND FISHING",XI,2021,RANK AND FILE,LOCAL/CHAPTER,502,502,100,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,17847,MANUFACTURING,III,2021,RANK AND FILE,LOCAL/CHAPTER,70,18,25.71428571428571,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17848,CONSTRUCTION,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,300,27,9,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,All others,Industry,Low density
NA,17849,MANUFACTURING,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,45,22,48.888888888888886,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
0071,17850,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,III,2021,RANK AND FILE,LOCAL/CHAPTER,12,11,91.66666666666666,Luzon,0071_Gablen,FIRST GABLEN TRADING CORPORATION,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,FIRST GABLEN TRADING CORP. WORKERS' UNION,2021-05-02T00:00:00Z,2026-05-01T00:00:00Z,12,RANK AND FILE,2021,5,With CBA,1,0,0,0,RANK-AND-FILE,Local/Chapter,All others,Services,High density
0208,17851,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,NCR,2021,RANK AND FILE,INDEPENDENT UNION,12,10,83.33333333333334,Luzon,0208_Forthright,FORTHRIGHT HONOUR EMPLOYMENT SERVICES,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,FHES LABOR UNION FORTHRIGHT HONOUR EMPLOYMENT SERVICES LABOR UNION,2021-09-15T00:00:00Z,2026-09-14T00:00:00Z,10,RANK AND FILE,2021,5,With CBA,1,0,0,0,RANK-AND-FILE,Independent,All others,Services,High density
NA,17852,MANUFACTURING,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,60,13,21.666666666666668,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17853,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,III,2021,RANK AND FILE,LOCAL/CHAPTER,25,6,24,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,17854,MANUFACTURING,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,65,21,32.30769230769231,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17855,TRANSPORT AND STORAGE,IV-A,2021,RANK AND FILE,LOCAL/CHAPTER,199,25,12.562814070351758,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,17856,MANUFACTURING,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,200,11,5.5,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,17857,MANUFACTURING,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,140,46,32.857142857142854,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
0186,17858,NA,NCR,2021,RANK AND FILE,INDEPENDENT UNION,73,56,76.71232876712328,Luzon,0186_GLSI,"GLORY LUMBER CONSTRUCTION SUPPLIES, INC.",MANUFACTURING,GLCSI LABOR UNION,2021-08-01T00:00:00Z,2026-07-31T00:00:00Z,55,RANK AND FILE,2021,5,With CBA,1,0,0,0,RANK-AND-FILE,Independent,All others,Services,High density
NA,17859,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,NCR,2021,RANK AND FILE,LOCAL/CHAPTER,140,23,16.428571428571427,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,0,0,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
