CBA_ID,UNION_ID,PSIC.x,REGION,EBU_YEAR_REG,SCOPE.x,TYPE,EMPLOYEES,MEMBERS,union_density,island_grp,FILE_ID,FIRM_NAME.y,PSIC.y,UNION_NAME.y,START_DATE,END_DATE,BARGAIN_UNIT,SCOPE.y,YEAR_REG,Duration,CBA_yes,EVENT,UNIONAGE1,UNIONAGE2,TIMECBA,SCOPE_new,Type,Sector,sector_grp,Density
0389,10781,MANUFACTURING,III,2018,RANK AND FILE,"INDEPENDENT
UNION",NA,20,NA,Luzon,0389_Chiu-Nichi,CHIU-NICHI AGRO RESOURCES PHILIPPINES INC.,"AGRICULTURE, FORESTRY AND FISHING",CHIU-NICHI AGRO RESOURCES EMPLOYEES UNION,2018-10-01T00:00:00Z,2023-09-30T00:00:00Z,NA,NA,2018,5,With CBA,1,0,3,0,RANK-AND-FILE,Independent,Manufacturing,Industry,NA
0904,10782,MANUFACTURING,III,2018,RANK AND FILE,"INDEPENDENT
UNION",NA,11,NA,Luzon,0904_Seelastic,SEELASTIC MANUFACTURING INC.,MANUFACTURING,SEELASTIC EMPLOYEES AND WORKERS UNION,2019-01-18T00:00:00Z,2024-01-18T00:00:00Z,NA,NA,2019,5,With CBA,1,1,3,1,RANK-AND-FILE,Independent,Manufacturing,Industry,NA
NA,10783,TRANSPORT AND  STORAGE,III,2018,RANK AND FILE,"INDEPENDENT
UNION",NA,52,NA,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Independent,All others,Services,NA
0483,10784,MANUFACTURING,III,2018,RANK AND FILE,INDEPENDENT UNION,NA,108,NA,Luzon,0483_Everest,EVEREST PLASTIC CONTAINERS INDUSTRY INC.,MANUFACTURING,BUKLURAN NG TUNAY NA MANGGAGAWA NG EVEREST PLASTIC CONTAINERS INDUSTRY INC.,2019-01-25T00:00:00Z,2024-01-24T00:00:00Z,NA,NA,2020,5,With CBA,1,2,3,2,RANK-AND-FILE,Independent,Manufacturing,Industry,NA
0627,10785,MANUFACTURING,III,2018,RANK AND FILE,INDEPENDENT,NA,191,NA,Luzon,0627_Jeon,JEON JIN APPAREL INC.,MANUFACTURING,JEON JIN APPAREL WORKERS UNION,2018-02-13T00:00:00Z,2023-02-14T00:00:00Z,NA,NA,2019,5,With CBA,1,1,3,1,RANK-AND-FILE,Independent,Manufacturing,Industry,NA
NA,10786,MANUFACTURING,III,2018,RANK AND FILE,INDEPENDENT UNION,NA,108,NA,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Independent,Manufacturing,Industry,NA
0805,10787,MANUFACTURING,III,2018,RANK AND FILE,"INDEPENDENT
UNION",NA,194,NA,Luzon,0805_Peach Blossom,PEACH BLOSSOM APPAREL,MANUFACTURING,UNITED WORKERS OF PEACH BLOSSOM,2018-02-13T00:00:00Z,2023-02-14T00:00:00Z,NA,NA,2019,5,With CBA,1,1,3,1,RANK-AND-FILE,Independent,Manufacturing,Industry,NA
NA,10788,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,70,40,57.14285714285714,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,10789,TRANSPORT AND  STORAGE,III,2017,RANK AND FILE,"INDEPENDENT
UNION",78,48,61.53846153846154,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Independent,All others,Services,High density
NA,10790,CONSTRUCTION,III,2017,RANK AND FILE,LOCAL/CHAPTER,86,25,29.069767441860467,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Industry,Low density
NA,10791,CONSTRUCTION,III,2017,RANK AND FILE,LOCAL/CHAPTER,2020,1800,89.10891089108911,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Industry,High density
NA,10792,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,67,63,94.02985074626866,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,10793,MANUFACTURING,III,2017,SUPERVISORY,AFFILIATE,200,72,36,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,OTHERS,Local/Chapter,Manufacturing,Industry,Low density
NA,10794,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,310,48,15.483870967741936,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10795,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,30,10,33.33333333333333,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10796,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,200,40,20,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10797,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,40,12,30,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10798,OTHER SERVICES  ACTIVITIES,III,2017,RANK AND FILE,LOCAL/CHAPTER,45,20,44.44444444444444,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,10799,"AGRICULTURE, FORESTRY AND  FISHING",III,2017,RANK AND FILE,LOCAL/CHAPTER,67,42,62.68656716417911,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10800,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,4500,152,3.3777777777777773,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10801,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,4000,4000,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,10802,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,III,2017,RANK AND FILE,LOCAL/CHAPTER,2000,1900,95,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10803,CONSTRUCTION,III,2017,RANK AND FILE,INDEPENDENT UNION,161,39,24.22360248447205,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Independent,All others,Industry,Low density
NA,10804,ADMINISTRATIVE  AND SUPPORT SERVICE ACTIVITIES,III,2017,RANK AND FILE,LOCAL/CHAPTER,1510,1445,95.69536423841059,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10805,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,100,30,30,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
0942,10806,MANUFACTURING,III,2017,SUPERVISORY,LOCAL/CHAPTER,3500,46,1.3142857142857143,Luzon,0942_Sumi,SUMI PHILS. WIRING SYSTEM CORPORATION,MANUFACTURING,SUMI PHILS. SUPERVISORY LABOR UNION-PTGWO,2018-07-01T00:00:00Z,2023-06-30T00:00:00Z,NA,NA,2018,5,With CBA,1,1,4,1,OTHERS,Local/Chapter,Manufacturing,Industry,Low density
NA,10807,CONSTRUCTION,III,2017,RANK AND FILE,LOCAL/CHAPTER,90,17,18.88888888888889,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Industry,Low density
NA,10808,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,1050,900,85.71428571428571,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,10809,CONSTRUCTION,III,2017,RANK AND FILE,LOCAL/CHAPTER,2031,1810,89.11866075824717,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Industry,High density
NA,10810,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,1732,1697,97.97921478060047,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,10811,TRANSPORT AND  STORAGE,III,2017,RANK AND FILE,LOCAL/CHAPTER,425,328,77.17647058823529,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10812,TRANSPORT AND STORAGE,III,2017,RANK AND FILE,LOCAL/CHAPTER,976,920,94.26229508196722,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10813,TRANSPORT AND STORAGE,III,2017,RANK AND FILE,LOCAL/CHAPTER,1990,1950,97.98994974874373,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10814,TRANSPORT AND STORAGE,III,2017,RANK AND FILE,LOCAL/CHAPTER,1293,1275,98.60788863109049,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10815,CONSTRUCTION,III,2017,RANK AND FILE,LOCAL/CHAPTER,1910,1700,89.00523560209425,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Industry,High density
NA,10816,CONSTRUCTION,III,2017,RANK AND FILE,LOCAL/CHAPTER,580,555,95.68965517,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Industry,High density
NA,10817,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,60,16,26.666666666666668,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10818,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,210,80,38.095238095238095,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
0681,10819,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,400,115,28.749999999999996,Luzon,0681_Liwayway,LIWAYWAY MARKETING CORPORATION,MANUFACTURING,LIWAYWAY MARKETING CORP. CHAPTER KILUSAN NG MANGGAGAWANG MAKABAYAN,2018-05-24T00:00:00Z,2021-05-24T00:00:00Z,NA,NA,2018,3,With CBA,1,1,4,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
0831,10820,MANUFACTURING,III,2017,RANK AND FILE,"INDEPENDENT
UNION",33,8,24.242424242424242,Luzon,0831_Philpackage,PHILPACKAGING CORPORATION,MANUFACTURING,PHILPACKAGING PROGRESSIVE UNION,2017-09-01T00:00:00Z,2022-08-31T00:00:00Z,NA,NA,2017,5,With CBA,1,0,4,0,RANK-AND-FILE,Independent,Manufacturing,Industry,Low density
NA,10821,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,2695,2500,92.76437847866418,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
0875,10822,MANUFACTURING,III,2017,SUPERVISORY,LOCAL/CHAPTER,160,33,20.625,Luzon,NA,"REPUBLIC CEMENT & BUILDING MATERIALS, INC. - NORZAGARAY PLANT",MANUFACTURING,REPUBLIC CEMENT & BLDG. MATERIALS SUPERVISORY UNION-LAKAS SA INDUSTRIYA NG KAPATIRANG HALIGI NG ALYANSA (RCBMSU-LIKHA),2018-01-01T00:00:00Z,2022-12-31T00:00:00Z,NA,NA,2018,5,With CBA,1,1,4,1,OTHERS,Local/Chapter,Manufacturing,Industry,Low density
0872,10823,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,32,13,40.625,Luzon,0872_RCBMI,"REPUBLIC CEMENT & BUILDING MATERIALS, INC.",MANUFACTURING,NAGKAKAISANG MANGGAGAWA SA BULACAN REPUBLIC AGGREGATES,2017-07-01T00:00:00Z,2022-03-30T00:00:00Z,NA,NA,2018,5,With CBA,1,1,4,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10824,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,85,12,14.117647058823529,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10825,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,28,10,35.714285714285715,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10826,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,III,2017,RANK AND FILE,LOCAL/CHAPTER,30,16,53.333333333333336,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10827,MANUFACTURING,III,2017,SUPERVISORY,AFFILIATE,720,715,99.30555555555556,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,OTHERS,Local/Chapter,Manufacturing,Industry,High density
NA,10828,MANUFACTURING,III,2017,SUPERVISORY,AFFILIATE,865,805,93.06358382,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,OTHERS,Local/Chapter,Manufacturing,Industry,High density
NA,10829,CONSTRUCTION,III,2017,RANK AND FILE,LOCAL/CHAPTER,1200,1180,98.33333333333333,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Industry,High density
NA,10830,CONSTRUCTION,III,2017,RANK AND FILE,LOCAL/CHAPTER,970,940,96.90721649484536,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Industry,High density
NA,10831,CONSTRUCTION,III,2017,RANK AND FILE,LOCAL/CHAPTER,1240,1140,91.93548387096774,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,All others,Industry,High density
0943,10832,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,3500,247,7.057142857142858,Luzon,0943_Sumi,SUMI PHILS. WIRING SYSTEM CORPORATION,MANUFACTURING,SUMI PHIL. LABOR UNION-PTGWO,2018-07-01T00:00:00Z,2023-06-30T00:00:00Z,NA,NA,2018,5,With CBA,1,1,4,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10833,MANUFACTURING,III,2017,RANK AND FILE,"INDEPENDENT
UNION",110,110,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,10834,MANUFACTURING,III,2017,RANK AND FILE,"INDEPENDENT
UNION",NA,6,NA,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Independent,Manufacturing,Industry,NA
NA,10835,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,3000,2920,97.33333333333334,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,10836,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,32,20,62.5,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,10837,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,30,12,40,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
1041,10838,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,III,2017,RANK AND FILE,LOCAL/CHAPTER,150,85,56.666666666666664,Luzon,1041_Wilcon,"WILCON DEPOT, INC.",WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,SAMAHANG MANGGAGAWA NG WILCON DEPOT (NORTH LUZON)-LORD,2018-07-01T00:00:00Z,2023-06-30T00:00:00Z,NA,NA,2018,5,With CBA,1,1,4,1,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10839,MANUFACTURING,III,2017,RANK AND FILE,LOCAL/CHAPTER,17,6,35.294117647058826,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,4,4,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
0261,10840,MANUFACTURING,III,2016,RANK AND FILE,"INDEPENDENT
UNION",15,11,73.33333333333333,Luzon,0261_AAIN,AAIN PHILS. CORP.,MANUFACTURING,AAIN PHILS. CORP. EMPLOYEES INDEPENDENT UNION,2019-02-05T00:00:00Z,2024-02-04T00:00:00Z,NA,NA,2019,5,With CBA,1,3,5,3,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,10841,TRANSPORT AND  STORAGE,III,2016,RANK AND FILE,LOCAL/CHAPTER,40,40,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10842,CONSTRUCTION,III,2016,RANK AND FILE,LOCAL/CHAPTER,NA,24,NA,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,All others,Industry,NA
NA,10843,MANUFACTURING,III,2016,RANK AND FILE,"INDEPENDENT
UNION",20,11,55.00000000000001,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,10844,MANUFACTURING,III,2016,RANK AND FILE,LOCAL/CHAPTER,50,13,26,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10845,"AGRICULTURE, FORESTRY AND  FISHING",III,2016,RANK AND FILE,LOCAL/CHAPTER,30,11,36.666666666666664,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
0479,10846,MANUFACTURING,III,2016,RANK AND FILE,"INDEPENDENT
UNION",NA,587,NA,Luzon,0479_EMPI,"ESSILOR MANUFACTURING PHILIPPINES, INC.",MANUFACTURING,"ESSILOR MANUFACTURING PHILS., INC. WORKERS UNION",2016-06-01T00:00:00Z,2021-05-31T00:00:00Z,NA,NA,2017,5,With CBA,1,1,5,1,RANK-AND-FILE,Independent,Manufacturing,Industry,NA
0489,10847,MANUFACTURING,III,2016,RANK AND FILE,INDEPENDENT,NA,75,NA,Luzon,0489_FKI,"FABRI-KOTE, INC.",MANUFACTURING,FABRI-KOTE EMPLOYEES UNION,2017-01-01T00:00:00Z,2021-12-31T00:00:00Z,NA,NA,2017,5,With CBA,1,1,5,1,RANK-AND-FILE,Independent,Manufacturing,Industry,NA
NA,10848,"ARTS, ENTERTAINMENT  AND RECREATION",III,2016,RANK AND FILE,LOCAL/CHAPTER,85,60,70.58823529411765,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10849,TRANSPORT AND STORAGE,III,2016,RANK AND FILE,LOCAL/CHAPTER,100,94,94,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10850,MANUFACTURING,III,2016,RANK AND FILE,LOCAL/CHAPTER,138,66,47.82608695652174,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10851,MANUFACTURING,III,2016,RANK AND FILE,LOCAL/CHAPTER,25,12,48,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
0538,10852,TRANSPORT AND  STORAGE,III,2016,RANK AND FILE,LOCAL/CHAPTER,200,180,90,Luzon,0538_GBTLI,"GOLDEN BEE TRANSIT & LOGISTICS, INC.",TRANSPORT AND STORAGE,OBRERO-PILIPINO-GOLDEN BEE CHAPTER,2017-06-16T00:00:00Z,2022-06-15T00:00:00Z,NA,NA,2017,5,With CBA,1,1,5,1,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10853,TRANSPORT AND STORAGE,III,2016,RANK AND FILE,LOCAL/CHAPTER,54,54,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10854,MANUFACTURING,III,2016,RANK AND FILE,LOCAL/CHAPTER,50,12,24,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10855,MANUFACTURING,III,2016,RANK AND FILE,LOCAL/CHAPTER,NA,12,NA,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,NA
NA,10856,MANUFACTURING,III,2016,RANK AND FILE,LOCAL/CHAPTER,6000,300,5,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
0695,10857,TRANSPORT AND  STORAGE,III,2016,RANK AND FILE,"INDEPENDENT
UNION",230,99,43.04347826086957,Luzon,0695_Malanday Metro,MALANDAY METROLINK BUS CORPORATION,TRANSPORT AND STORAGE,MALANDAY METRO LINK WORKERS ASSOCIATION,2017-06-01T00:00:00Z,2022-05-31T00:00:00Z,NA,NA,2017,5,With CBA,1,1,5,1,RANK-AND-FILE,Independent,All others,Services,Low density
NA,10858,TRANSPORT AND  STORAGE,III,2016,RANK AND FILE,LOCAL/CHAPTER,275,265,96.36363636363636,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,10859,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,III,2016,RANK AND FILE,LOCAL/CHAPTER,100,21,21,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
0765,10860,TRANSPORT AND  STORAGE,III,2016,RANK AND FILE,"INDEPENDENT
UNION",126,66,52.38095238095239,Luzon,0765_NAIA Metro,NAIA METROLINK BUS CORPORATION,TRANSPORT AND STORAGE,NAIA METRO LINK WORKERS ASSOCIATION,2017-06-05T00:00:00Z,2022-06-04T00:00:00Z,NA,NA,2017,5,With CBA,1,1,5,1,RANK-AND-FILE,Independent,All others,Services,High density
NA,10861,MANUFACTURING,III,2016,RANK AND FILE,LOCAL/CHAPTER,440,115,26.136363636363637,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
0912,10862,MANUFACTURING,III,2016,RANK AND FILE,LOCAL/CHAPTER,20,10,50,Luzon,0912_Sidel,SIDEL INDUSTRIAL PACKAGING CORPORATION,MANUFACTURING,SIDEL INDUSTRIAL WORKERS UNION-DFL,2017-02-01T00:00:00Z,2022-02-01T00:00:00Z,NA,NA,2017,5,With CBA,1,1,5,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,10863,MANUFACTURING,III,2016,RANK AND FILE,LOCAL/CHAPTER,50,12,24,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,10864,MANUFACTURING,III,2016,RANK AND FILE,LOCAL/CHAPTER,135,135,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,11999,MANUFACTURING,IV-A,2020,SUPERVISORY,LOCAL/CHAPTER,2000,2000,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,1,1,OTHERS,Local/Chapter,Manufacturing,Industry,High density
NA,12000,MANUFACTURING,IV-A,2020,RANK AND FILE,LOCAL/CHAPTER,NA,300,NA,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,1,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,NA
NA,12001,MANUFACTURING,IV-A,2020,RANK AND FILE,AFFILIATE,197,147,74.61928934010153,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,1,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
0070,12002,MANUFACTURING,IV-A,2020,RANK AND FILE,LOCAL/CHAPTER,450,184,40.88888888888889,Luzon,0070_Monde MY,MONDE M.Y. SAN CORP.,MANUFACTURING,MONDE M.Y. SAN CALAMBA EMPLOYEES UNION-PTGWO,2021-04-15T00:00:00Z,2026-04-14T00:00:00Z,272,RANK AND FILE,2021,5,With CBA,1,1,1,1,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
